,text,created_at,troll
2005,"RT @wizkidayo: Sometimes, all u have to do is ignore the noise and focus on being a better you. We never stop working over here !  💪🏾💪🏾🌊",2016-11-07 07:33:12,1
2006,RT @UhNicks: @realDonaldTrump WERE GONNA WIN THIS,2016-11-08 10:00:21,1
2007,Hunger Games for America :Obama The Mockingjay https://t.co/KgccstysWm,2016-11-08 05:29:27,1
2008,RT @LethalHuxtable: and they said only aquaman could control the waves #DuragHistoryWeek https://t.co/b0m44pVIwb,2016-11-08 04:13:08,1
2009,RT @matt768: #ElectionFinalThoughts ? Thinking of all the Blind sheep that willingly vote for the highest corruption and evil #DNCLeak2,2016-11-07 00:41:00,1
2010,140 characters or less... #ThingsPeopleOnTwitterLike,2016-11-08 03:04:05,1
2011,"RT @mitchellvii: Right now, Trump is making up more than half of Obama's entire 2012 margin of victory in FL in JUST ONE COUNTY!",2016-11-08 17:26:08,1
2012,RT @ShutUpAmanda: Oh I am sooooo feelin this right now https://t.co/G6cfxuOihz,2016-11-08 03:36:02,1
2013,RT @petefrt: Scientists Blast Obamas Global Warming Claims https://t.co/Z7VS2tNaNn  #tcot #teaparty #pjnet #gop #tlot #ccot #p2 https://t.c…,2016-11-08 10:49:49,1
2014,@MATTIPOYSTI It isn't love to abort babies through all 9 months #HillaryForPrison2016 #TrumpForPresident,2016-11-08 13:41:58,1
2015,"Срок годности молока истекает в тот же день, что и срок годности Америки
#ElectionDay https://t.co/33uKdYkgLu",2016-11-08 13:51:40,1
2016,"RT @PulpLibrarian: #ThatMomentWhen the boss stares at you and asks ""Why are you late this time?""

#mondaymotivation https://t.co/7QkOo6ZD72",2016-11-07 01:27:16,1
2017,WATCH: @libertytarian confronts D.O.E from State Department of TX on #RiggedElection,2016-11-08 14:02:16,1
2018,We are fucked #2016ElectionIn3Words,2016-11-07 07:56:37,1
2019,RT @laurennicx: #2016ElectionIn3Words moving to Canada,2016-11-07 08:18:20,1
2020,#ThingsPeopleOnTwitterLike @TheHashtagGame,2016-11-08 11:32:55,1
2021,Revisit the Turning Points of the 2016 Election https://t.co/kzIEnPrV5Y https://t.co/hzclplsYLO,2016-11-08 03:59:23,1
2022,RT @GatorsEite23: .@DWStweets claimed not to take sides during primary. 👉 Evidence she was instructing DNC to send negative stories o… ,2016-11-07 19:54:08,1
2023,This is from the @realDonaldTrump rally in Minnesota Sunday... #HillaryForPrison2016 https://t.co/JSJxsApa2M #TrumpForPresident,2016-11-08 13:58:41,1
2024,RT @wikileaks: DoJ Assistant Attorney Peter Kadzik outed as a mole for Hillary Clinton campaign https://t.co/MNHzJ310Nl https://t.co/uTQF6b…,2016-11-08 00:33:16,1
2025,"RT @JackBPR: No POTUS, no former POTUS, no free concerts to draw crowd . . . and Trump breaks records https://t.co/9tvzI1nEuY https://t.co/…",2016-11-08 16:42:06,1
2026,"#CCOT #MAGA tip! Add ""targeted"" hashtags to your tweets to educate https://t.co/Zemwk7kxep",2016-11-08 13:55:47,1
2027,"RT @FreeDavidKing: Remember friends, it was Hillary that was mentored by the Grand Wizard of the KKK, Robert Byrd. #MyVote2016",2016-11-08 05:29:07,1
2028,"Murderer,manipulated by lobbies,interventionist,socialist (at a certain extent). #HillaryForPrison2016 #TrumpForPresident",2016-11-08 15:47:39,1
2029,RT @dierdrelewis: #votingmatters #votingrights #SCOTUS @SCOTUSblog @Scotus https://t.co/WXbayVMTf6,2016-11-08 10:25:07,1
2030,"RT @TorstenSjoberg: This is how they will steal the election!
This is how they commit fraud!
Calvary Pentecostal Church in Shreveport,… ",2016-11-08 16:08:03,1
2031,"Donald Trump: ""If I ever said those words that Jay Z said...you know what would happen to me? The reinstitution of… https://t.co/BZ6j9IJFUe",2016-11-07 12:29:23,1
2032,RT @dj_dwjohns1: I can feel that choke hold we've had beginning to losen https://t.co/CYkmNI5RZ4,2016-11-08 12:20:21,1
2033,Can't wait to vote today #Trump2k16 #TrumpForPresident,2016-11-08 16:36:59,1
2034,How You Can Get Election Results Live Tuesday https://t.co/qlARKrIgNS https://t.co/1sdSMPp8VC,2016-11-08 08:33:13,1
2035,RT @Jarmadillos: @Jarmadillos interesting fact: 89% of Trump supporters don't even know what the Inquisition is.,2016-11-07 04:43:48,1
2036,"RT @Conservatexian: New post: ""A.J. Delgado: Florida ‘in the Bag’ for Trump; Latino Vote Responding to Anti-Corruption Message"" https://t.c…",2016-11-08 17:12:45,1
2037,RT @cathydit: Call cops https://t.co/djJnhChpZq,2016-11-08 10:25:55,1
2038,RT @Sue_Brown: LOL!! https://t.co/DqvYvdK7Ds,2016-11-08 10:04:09,1
2039,"RT @Gamiliell: Still Don’t Want To Talk About It | Saved By Gödel; photo: https://t.co/3QdisjYHb9 Rose @500px 
https://t.co/qVWBDsMBEn http…",2016-11-07 04:56:49,1
2040,. @realDonaldTrump Not according to your gal #CorruptHillary Her campaign even upped the anti toward Election Day #TrumpForPresident,2016-11-08 14:38:11,1
2041,#Election2016 #TrumpPence16 #HillaryForPrison2016 #MakeAmericaGreatAgain https://t.co/83QSkioXLb #TrumpForPresident,2016-11-08 11:25:43,1
2042,"RT @Beth4Freedom: It will be a Miracle if Trump wins. He has MSM &amp; Fraud against him, and illegals/prisoners voting for her. I BELIEVE in M…",2016-11-08 15:27:10,1
2043,RT @CNET: Game on! Nintendo's Power Line returns this weekend https://t.co/aNtQAG97xQ #NESterday https://t.co/xuW0UvOYCl,2016-11-08 00:41:17,1
2044,RT @TrumpsPartners: https://t.co/6bhviMXjew ~ We can do this together ~ #DrainHerSwamp ~ Join https://t.co/8w5ckxD9hx,2016-11-08 18:58:10,1
2045,RT @zellieimani: Trump is blowing Clinton out in red states. But she is not blowing him out in blue states. #ElectionDay,2016-11-08 19:00:10,1
2046,RT @Stevenwhirsch99: Be the voice for these 4 men that Hillary left for dead. #Benghazi #ElectionDay https://t.co/c83qXIoWgq,2016-11-08 14:22:36,1
2047,#ThingsPeopleOnTwitterLike Ferris https://t.co/z3aVAfvLh1,2016-11-08 10:41:47,1
2048,RT @DrienaSixto: Proudly cast my vote to Make America Great Again!! #MAGA #ElectionDay https://t.co/TATM1vgnBQ,2016-11-08 11:30:34,1
2049,Curse words #ThingsPeopleOnTwitterLike https://t.co/ZBKPTGzQta,2016-11-08 03:22:42,1
2050,@cobainshut #HillaryForPrison2016 #TrumpForPresident,2016-11-08 15:22:05,1
2051,#Trump2K16 hes bringing all pipefitters,2016-11-08 13:37:16,1
2052,RT @a219224: @lukiOC @Doodisgirl @LyndaG1963 @popstherock33  @sawmilltaters @abitx2u @GoalieBill328 https://t.co/Vas2sUZJgp,2016-11-08 12:09:40,1
2053,Clinton's press corps on historic campaign https://t.co/y5FVOWBR1p https://t.co/ZDI9gScDBE,2016-11-08 14:58:39,1
2054,#ThingsPeopleOnTwitterLike,2016-11-08 11:55:36,1
2055,@ChiTribEnt #oprah disgraced america and this women so horrible by endorsing #hillaryrottenclinton she died :( #trumpt… #TrumpForPresident,2016-11-08 14:04:45,1
2056,RT @MattMurph24: The early exit polls are from MSNBC,2016-11-08 14:28:58,1
2057,#ThingsPeopleOnTwitterLike Saved By The Bell Cosplay,2016-11-08 02:56:21,1
2058,Demand paper #VoteTrump #MAGA https://t.co/jFfuPXwCzB #TrumpForPresident,2016-11-08 11:18:47,1
2059,#RedNationRising #TrumpPence16 @UncleSamsChild #WhyImVotingTrump #IVoteTrump #Benghazi https://t.co/LiPlHO12le #TrumpForPresident,2016-11-08 10:38:44,1
2060,"RT @RedNationRising: Release the 650k emails #ComeyTheWeasel and #LetVotersDecide 
#ElectionFinalThoughts 
#Election2016 
#VoteTrump… ",2016-11-08 01:56:07,1
2061,"RT @Beatrix_vStorch: Wenn das zwangsfinanzierte Fernsehen vom Islamischen Staat okkupiert wird, so wie die Sendung ""Anne Will"" am... https:…",2016-11-07 03:08:53,1
2062,Polls open in about an hour and I'm FUCKING WIRED. #MAGA #TrumpTrain #TrumpForPresident,2016-11-08 15:42:08,1
2063,RT @tequilarebel: Dime After Dime. #MoneyMusic,2016-11-07 06:17:27,1
2064,@HillaryClinton,2016-11-08 13:50:08,1
2065,RT @OliverStuart31: Well if I don't know then.... #WhatYouDoNotKnowAboutCanada,2016-11-07 23:53:12,1
2066,Today is the day we #MakeAmericaGreatAgain !!!!! #TrumpForPresident,2016-11-08 15:55:31,1
2067,#VoteTrump #MakeAmericaGreatAgain #TrumpForPresident,2016-11-08 13:55:52,1
2068,"RT @DickMorrisTweet: Trump Ahead Or Tied For 284 Electoral Votes -- 14 More Than He Needs https://t.co/m5Ul8Xact6
@realDonaldTrump @DRUDGE_…",2016-11-08 01:25:07,1
2069,"RT @suzost: Leaked Documents Reveal Expansive Soros Funding to Manipulate Federal Elections | PJ Media. https://t.co/tl59xNylH2

  @FoxNews…",2016-11-08 16:59:13,1
2070,"After Casting Your Vote, Cash In on These Election Day Deals https://t.co/VEV0C3dfEG https://t.co/DJFIXRaM6Q",2016-11-08 06:14:28,1
2071,"RT @PhenomRadio: #MusicAlert Midwest @Official_Crim &amp; @devindude420 ""Smoke with Me"" https://t.co/IlBPFm428c *1KN via @futureguru100 https:/…",2016-11-08 22:16:41,1
2072,RT @batshake1: #2016ElectionIn3Words. Good fuckung luck.,2016-11-07 06:09:19,1
2073,RT @SavvyHuman: Perfect 😎🇺🇸💙🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #ElectionFinalThoughts #TrumpTrain #PJNET #tcot #MAGA3X #VOTETrump #Trumplandslide https://t.co/Qf3j…,2016-11-07 13:53:26,1
2074,RT @DRUDGE_REPORT: NEW MEXICO TURNS TOSS UP https://t.co/6ak5BChODv,2016-11-07 09:09:29,1
2075,"RT @JoeTurner212: Staggering @HillaryClinton Had 2 Helped 2 Car by @billclinton !
@seanhannity @latimes @reviewjournal… ",2016-11-08 00:25:12,1
2076,RT @WordSmithGuy: Anyone remember the nonsense Exit Polls in 2000 &amp; 2004 that discouraged some Late Voting? Let NOTHING discourage you! VOT…,2016-11-08 18:19:16,1
2077,#ThingsPeopleOnTwitterLike just saying what they are thinking no matter how random it is! https://t.co/2j6iBGxBNQ,2016-11-08 03:13:48,1
2078,"RT @DANETRAIN05: Emotions held hostage 

@WorldOfHashtags #2016ElectionIn3Words",2016-11-07 06:09:07,1
2079,"GOODBYE, CORRUPT ESTABLISHMENT! #MAGA #ElectionNight",2016-11-08 20:11:20,1
2080,"Raging alcoholic, NOT fit for president #MAGA  #HillaryForPrison2016 #Election2016  https://t.co/PaqqoVnDJS #TrumpForPresident",2016-11-08 15:41:20,1
2081,"Janet Reno, first female U.S. attorney general, has died
She couldn't handle the election https://t.co/7egRm7pzEG",2016-11-07 02:37:29,1
2082,#TrumpWinsBecause Americans know better than to let the Clinton cartel back in to power. #LockHerUp #TrumpForPresident,2016-11-08 10:29:19,1
2083,RT @ZenRand: Time for the latest topiX hashtag in 20 minutes on @HashtagRoundup with @HashTopiX. https://t.co/RKUhcH8HLt,2016-11-07 08:04:31,1
2084,@HillaryClinton #TrumpForPresident,2016-11-08 09:36:16,1
2085,My fellow deplorables: Whites Hispanics Blacks Gays Young Old VOTE #TrumpForPresident,2016-11-08 14:14:48,1
2086,#ImVotingBecause the men who died in Benghazi can't....  #Benghazi #NeverHillary  #TrumpPence16 #TrumpForPresident,2016-11-08 11:13:13,1
2087,"Don't vote for lesser of two evils. It's better to stay away from the evil. 
#ElectionDay https://t.co/v8ibQ761Bb",2016-11-08 11:26:51,1
2088,RT @thehill: Massachusetts GOP governor didn't vote for Trump https://t.co/ocu3mz9r8X https://t.co/iAR7qKDpFz,2016-11-08 17:31:12,1
2089,"RT @TCB_AK: #Trump will appoint conservative judges to #SCOTUS that will fight for your rights, not strip you of them.… ",2016-11-07 00:39:38,1
2090,RT @MarkimooRoviroo: #2016ElectionIn3Words fuck this shit,2016-11-07 06:23:53,1
2091,RT @geminifinest70: @KatieCollettTV @Jarmadillos lol.,2016-11-07 06:15:37,1
2092,Celebrities who can't see you but you think they saw that last tweet because they said something vaguely related. #ThingsPeopleOnTwitterLike,2016-11-08 09:52:06,1
2093,RT @KeshaTedder: #ThingsPeopleOnTwitterLike Gossiping. Well that's what I heard.,2016-11-07 23:51:45,1
2094,"RT @DiamondandSilk: Crooked last attempt 2 spew racism in a commercial to evoke fear is a sign of desperation.  It won't work, Blacks are s…",2016-11-08 10:30:14,1
2095,RT @WordSmithGuy: Anyone remember the nonsense Exit Polls in 2000 &amp; 2004 that discouraged some Late Voting? Let NOTHING discourage you! VOT…,2016-11-08 15:51:14,1
2096,RT @blicqer: Obama’s Hillary Clinton comment amounts to negro mind tricks https://t.co/l16LvNry8P @YourBlackWorld https://t.co/OMYHc2TkOt,2016-11-08 17:46:23,1
2097,#ThingsPeopleOnTwitterLike Calling a pound sign a hashtag,2016-11-08 03:25:15,1
2098,RT @forall2hear: Election Special Preview: https://t.co/vZsttPugAA via @YouTube,2016-11-07 04:53:23,1
2099,Brunell Kyei Stands Strong w Trump —Tells it like it is #AmericaFirst #voteTrumpPence https://t.co/V7vEe9Xgsc #TrumpForPresident,2016-11-08 10:11:19,1
2100,"Trump voter turn-out is way up, polls proven to be rigged. It's happening! https://t.co/6ug1lm0wzZ",2016-11-08 15:29:03,1
2101,"RT @RT_com: LIVE on #Periscope: Libertarian star @RonPaul joins @RT_America LIVE now to discuss the #2016Election, #ElectionDay https://t.c…",2016-11-08 14:12:13,1
2102,RT @RawDawgBuffalo: This is How Consumers Turn into Debt Slaves https://t.co/GRiSZbMmHC,2016-11-08 10:03:52,1
2103,RT @lapierre_george: Good night Trump Supporters let's pray we wake up to tomorrow with  Donald J Trump winning in the polls! GOD BLESS AME…,2016-11-07 21:35:22,1
2104,"RT @JeanetteJing: Clinton wanted to use the destruction of Libya for her political career.
#PodestaEmails32 #IfICouldChangeHistory https://…",2016-11-07 21:35:07,1
2105,"#2016ElectionIn3Words USA, USA, USA",2016-11-07 06:30:39,1
2106,.@realDonaldTrump Don't be FOOLED by MSM⚠️ #NeverHillary #ShortCircuitHillary #TrumpPence16 #TrumpTrain #Trump #MAGA h… #TrumpForPresident,2016-11-08 10:20:58,1
2107,RT @EddieSteak: celebrating when someone wins a presidential election is like celebrating when a stranger wins the lottery and buys a truck…,2016-11-08 15:27:17,1
2108,"Trump's lead in Florida is growing!

Praying for Trump!

#ElectionDay",2016-11-08 17:24:59,1
2109,RT @TheLordHasSpoke: @mseric https://t.co/AWbCb4ndTZ,2016-11-07 23:57:42,1
2110,"RT @DonaldJTrumpJr: My father won't be bought, he can't be bought, he will fight for YOU the American people! #ElectionDay #Vote #Vote2016…",2016-11-08 09:15:49,1
2111,"6 states where Obama won chose Trump this year
#ElectionNight",2016-11-08 22:34:56,1
2112,"RT @OnPirateSat: #MrRobot #TVSeries #USANetwork

Tales From A Red Wheelbarrow (eps1.91_redwheelbarr0w.txt) Part 3: Blank Letter

#SNRTG @sa…",2016-11-07 00:27:36,1
2113,RT @RT_America: BREAKING: #PodestaEmails34: Wikileaks releases second batch on Election Eve https://t.co/LZjR3Fq02K https://t.co/rbHNs5AYNp,2016-11-07 17:20:16,1
2114,"RT @Justine_Brooke: #2016ElectionIn3Words Come back, Reagan!",2016-11-07 07:14:10,1
2115,"RT @OnPirateSat: #IHateRadio - The Damned celebrates its 40th anniversary with a new album, tour https://t.co/jhjmKyPynX https://t.co/nXEZr…",2016-11-07 07:51:42,1
2116,RT @wmark728: DOJ to deploy poll-watchers across 28 states on Tuesday this is like letting KFC watch your chickens Pens.,2016-11-08 11:42:51,1
2117,#ThingsPeopleOnTwitterLike Non creepy tweeps... https://t.co/cgJqADQrwu,2016-11-08 12:19:39,1
2118,"RT @MagicRoyalty: 🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania

RT the hell out of it! #VoterFraud
#ElectionDay  http…",2016-11-08 16:47:01,1
2119,Give Black kids the same resources &amp; opportunities offered to White kids &amp; see the amazing things they can do! https://t.co/XZChdMO0Qe,2016-11-07 13:42:50,1
2120,Ignored a war. #2016ElectionIn3Words https://t.co/FkHxN4nLjV,2016-11-07 07:47:34,1
2121,"RT @TCB_AK: #CrookedHillaryis the most corrupt, dishonest, unethical person to ever run for POTUS.

#ElectionFinalThoughts
#NeverHillary
#V…",2016-11-07 00:37:02,1
2122,"RT @ZenRand: Taggers! @AFrikkinHashtag digs up a new game WED 09NOV 6A EST with @BrettFishA @TheWalkingAbed and us, The Unnamed Ones on @Ha…",2016-11-08 14:55:36,1
2123,Today we celebrate #deplorables day! #Trump #ElectionDay #TrumpPence16 #TrumpTrain #TrumpForPresident,2016-11-08 15:35:21,1
2124,#2016ElectionIn3Words I am terrified,2016-11-07 07:04:10,1
2125,#trump2k16 #makeamericagreatagain https://t.co/fypLwKwdbk #TrumpForPresident,2016-11-08 10:39:57,1
2126,@piscescabeyo #HillaryForPrison2016 #TrumpForPresident,2016-11-08 15:05:39,1
2127,RT @LukeLane117: #IfYouLikeThisYoullLoveThat Prescription drugs/ Heroin,2016-11-07 01:04:44,1
2128,"RT @jamiedupree: Clay County, Florida, which went big for Romney, is also above 2012 turnout https://t.co/ZI3AWgdvMu",2016-11-08 13:44:16,1
2129,@realDonaldTrump #MAGA #TrumpPence16 #HillaryForPrison2016 #BuildTheWall to #TrumpForPresident https://t.co/HbCPAa1saJ,2016-11-08 14:56:35,1
2130,"RT @kurteichenwald: 13. Trump spent huge sums on airline, promising top elegance. People w/ airline experience said it couldnt work. It nev…",2016-11-07 13:29:22,1
2131,RT @renatomotta1303: 90 #WriteAPanel 1) ...I even know their favorite movie!! 2) Out of Africa?,2016-11-08 03:44:13,1
2132,"Please Share!!
Make sure to go #VoteTrump

We cannot elect a corrupt &amp; dishonest Hillary Clinton! https://t.co/nUNsR7NVTq",2016-11-08 12:05:27,1
2133,"Появляется информация о том, что на некоторых избирательных участках люди не могут проголосовать за Трампа.… https://t.co/CQhgDqvvSS",2016-11-08 10:11:01,1
2134,"RT @tacoeater: #WriteAPanel 1) Lincoln, Roosevelt, Truman, Reagan; they all loved her. now it's President Comacho.  2) ouch, my balls!",2016-11-08 02:54:54,1
2135,".@realDonaldTrump says, ➡️""Do the MATH!"" #TrumpForPresident https://t.co/O4YU4OhpIG",2016-11-08 12:16:48,1
2136,I'm with @realDonaldTrump. One vote for him means one more vote to putting killary in jail. #HillaryForPrison2016… https://t.co/4qmeJo548R,2016-11-08 13:42:44,1
2137,"If you live in #Michigan, GET OUT",2016-11-08 14:48:49,1
2138,RT @thekeldakitty: Make it stop. #2016ElectionIn3Words https://t.co/uJwzZJ9KDe,2016-11-07 06:24:25,1
2139,#CrookedHillary can ONLY win if the election is rigged.  She cannot win a free and fair election.  #MAGA #TrumpPence16 #TrumpForPresident,2016-11-08 10:17:17,1
2140,"RT @HouseCracka: Can't blame early voting @nbc 
Hillary sucks and black people know it. They are not turning out for her. https://t.co/OWnL…",2016-11-08 10:30:32,1
2141,@realDonaldTrump VOTE https://t.co/pwkJxm5l7d,2016-11-07 16:15:31,1
2142,RT @55spots: @mikeroman Report them and call supervisors in ASAP.  Dems again up to their dirty tricks of stealing election Despicable Demo…,2016-11-08 12:02:58,1
2143,RT @LauschJack: https://t.co/6IheWnVHqM @AiLaikHedaLexa @confusedlexa @cloneposter @AwwClexa @LxFrancis @heda_clexa @CophinesArmy @TheLexaS…,2016-11-08 07:35:13,1
2144,✨✔ #TrumpForPresident,2016-11-08 10:35:27,1
2145,#joeBiden firmly believes the country will #vote in the direction #florida votes.     Mark down #TrumpPence #TrumpForPresident,2016-11-08 14:17:01,1
2146,"RT @DarkWynter: People are annoying af. I get it serial killers, I get it.",2016-11-07 08:07:59,1
2147,RT @PrestonMitchum: Just voted for Hillary Clinton to be the first woman President of the United States! HAPPY VOTING! #ImWithHer… ,2016-11-08 04:42:16,1
2148,.@realDonaldTrump We're TIRED of DEMOCRAPS! #TrumpForPresident,2016-11-08 10:30:38,1
2149,RT @DominicValent: #2016ElectionIn3Words Considering not voting,2016-11-07 08:04:51,1
2150,"На месте гражданина США за кого бы вы отдали голос на выборах президента США?
#Election2016
#ElectionDay
#USElection2016",2016-11-08 05:32:27,1
2151,Wear Red tomorrow  #VoteRed  #MAGA  #TRUMPTRAIN https://t.co/IWedH2VEul #TrumpForPresident,2016-11-08 14:37:04,1
2152,"RT @savvyconsumer7: My polling place's about 1 mile from my house. Scott Foval's (WI) talking about busing people ""out to Iowa!""

@JamesOKe…",2016-11-08 14:22:52,1
2153,Sanctuary City Mayors Condemning Trump Should be Arrested American Thinker https://t.co/H7wl01WnG5  #PJNET 222 #MAGA h… #TrumpForPresident,2016-11-08 15:23:32,1
2154,So they have found thousands of fraud voting cards distributed by the Democratic Party..... #riggedelection #TrumpForPresident,2016-11-08 14:30:18,1
2155,RT @ddale8: NEW RECORD: Donald Trump said FORTY (40) false things yesterday. #TrumpCheck https://t.co/WuWcttkfpx,2016-11-07 05:52:52,1
2156,VOTER GUIDE #TrumpPence16 #HillaryClinton https://t.co/GhDSQ5Imsh #TrumpForPresident,2016-11-08 11:04:02,1
2157,"Thank you, Black patriots, for voting Donald Trump!
#ElectionDay #iVoted https://t.co/vInbJ6w06p",2016-11-08 14:11:21,1
2158,Wayne Allyn Root – Trump Will Win With Brexit-Like Surprise https://t.co/0b1xWO9XLd https://t.co/bZCfuVShIQ,2016-11-07 17:03:08,1
2159,"RT @GDLA: #ElectionDay Voter Guide 2016: All candidates, propositions and https://t.co/HtPj75s2D9 https://t.co/HKajuckrlF",2016-11-08 08:12:29,1
2160,See sense America and don't vote for that criminal Hillary Clinton #Election2016 #HillaryForPrison2016 #TrumpForPresident,2016-11-08 15:28:57,1
2161,This has gone too far &amp; against all rules. Never has a US President done this before. #Elections2016… https://t.co/6NRSClZkVW,2016-11-08 12:45:58,1
2162,"RT @NbeCheechoo: #WhyMyDaddyLeft
Because visiting hours were over",2016-11-08 00:02:39,1
2163,RT @gotitinpdx: #2016ElectionIn3Words Can't get worse!,2016-11-07 08:04:57,1
2164,"Latest poll results.
Hope Texas goes red.
#ElectionNight #ElectionDay #iVoted https://t.co/sQr7Ff6EOO",2016-11-08 17:36:48,1
2165,. I laughed at #riggedelection but u have to be willfully ignorant to deny it I voted against her #TrumpForPresident,2016-11-08 12:25:30,1
2166,RT @RomaAcorn: #ImWithHumusMarshmallowsPeanutButterSteakRibeye #ImwithChickenAvocadoSubwayDressedwithSweetOnionAndDoubleHoneyMustard #Elect…,2016-11-08 17:37:08,1
2167,RT @KeshaTedder: There's too much Political hostility today. No thanks. ✌️ https://t.co/Ix4gzeixXe,2016-11-08 14:22:01,1
2168,THIS is a #Hillary2016 when she doesn't have Springsteen,2016-11-08 09:51:25,1
2169,Make Mondays Great Again #trump2k16 https://t.co/9KgrEHLutX #TrumpForPresident,2016-11-08 10:37:51,1
2170,"RT @MattMurph24: ""On message"" https://t.co/bLYOuXLvdK",2016-11-07 21:18:30,1
2171,RT @NCsteelersfan69: #2016ElectionIn3Words Tighten The Noose,2016-11-07 08:20:56,1
2172,"Сегодня ежеминутно выходит 27,000 твитов на тему выборов США
#ElectionDay https://t.co/GIvllQDgYV",2016-11-08 12:31:09,1
2173,RT @McDebida: That time the Clintons &amp; Democrats thought Hispanics needed to be sent home.  #ElectionDay #ElectionNight #Voted https://t.co…,2016-11-08 14:41:31,1
2174,RT @gerfingerpoken: Did IRS Leak Trump Returns 2 Help Hillary? https://t.co/EWkqWLPAQN American Thinker https://t.co/L7h6rlr1le  https://t.…,2016-11-08 17:00:57,1
2175,Yes I'm lesbian but I will be voting for trump he's the best thing for America. #Trump2k16 #TrumpPence16 #TrumpTrain #TrumpForPresident,2016-11-08 15:19:35,1
2176,#2016ElectionIn3Words We are screwed!,2016-11-07 07:39:03,1
2177,RT @heatherwilhelm: Two of my grandparents were born in the Netherlands. They were part of the resistance against the Nazis. And you are wa…,2016-11-08 01:17:16,1
2178,RT @JimmRet: Lesser of evils  #2016ElectionIn3Words,2016-11-07 07:31:58,1
2179,RT @citygreener: @JusticeWillett @KSoltisAnderson Was she the rankin' member? https://t.co/bcnmejsjhp,2016-11-08 14:18:26,1
2180,RT @wikileaks: DoJ Assistant Attorney Peter Kadzik outed as a mole for Hillary Clinton campaign https://t.co/MNHzJ310Nl https://t.co/uTQF6b…,2016-11-08 00:02:40,1
2181,RT @ReaganGomez: Thank you! https://t.co/rJilAEpukr,2016-11-08 18:05:17,1
2182,RT @BeachBumGirl7: @jd_Constitution @winwarchr Yes she is.,2016-11-07 17:48:13,1
2183,RT @wakeless_lon: Move to Canada #2016ElectionIn3Words,2016-11-07 06:30:21,1
2184,"RT @DarkSamus79: #2016ElectionIn3Words
Vote 
For
Duke
#TheCritic https://t.co/mbADUXi7Oa",2016-11-07 07:09:17,1
2185,#ThingsPeopleOnTwitterLike My tweets.,2016-11-08 02:13:37,1
2186,"#2016ElectionIn3Words People, Brace Yourselves",2016-11-07 06:34:51,1
2187,RT @amylt7215: BREAKING BOMBSHELL : Multiple Reports Tie Clinton's Podesta Brothers to Child Abduction Case of Madeline McCann https://t.co…,2016-11-08 01:55:19,1
2188,RT @ddale8: NEW RECORD: Donald Trump said FORTY (40) false things yesterday. #TrumpCheck https://t.co/WuWcttkfpx,2016-11-07 05:38:02,1
2189,RT @osPatriot: #Vote2016 This lady is AWESOME and Right on point. Thank You. A MUST WATCH VID. It's time to got to the Polls https://t.co/a…,2016-11-08 05:58:12,1
2190,RT @JoyAnnReid: #CelebrityEndorsementEnvy https://t.co/z9RGDbp3F7,2016-11-07 00:24:51,1
2191,RT @NasirLeigh: Mo'Nique talks about Hilary Clinton &amp; Bill Clinton 😂😂😂 https://t.co/Z23MpIXQ5Y,2016-11-08 00:27:38,1
2192,#Hillary4Prison #hillaryhealth https://t.co/fE1cEdEI7D #TrumpForPresident,2016-11-08 11:17:23,1
2193,Ann Coulter is all healed up from that Roasting a few weeks back.  Now she's drunk-tweeting.  #MAGA https://t.co/afQyB… #TrumpForPresident,2016-11-08 14:05:31,1
2194,RT @theclobra: You're boring as hell. Bye Deploralicia. https://t.co/GRyelMgZ4f,2016-11-08 14:54:00,1
2195,"RT @GeffGefferson1: #ImVotingBecause If @realDonaldTrump Wins...
@midnight 
@remhq 
https://t.co/optiOnvqSs",2016-11-08 02:01:32,1
2196,RT @iluvscoops: Not for me. Why election day? Probably half the votes have already been cast? https://t.co/pUYTEKqrZe,2016-11-07 08:34:33,1
2197,So everybody knows where I voted had a broken voting machine. #riggedelection??? #TrumpForPresident,2016-11-08 15:25:57,1
2198,RT @JoyAnnReid: #CelebrityEndorsementEnvy https://t.co/z9RGDbp3F7,2016-11-07 01:02:18,1
2199,RT @WinningLeafFan: Pick your poison #2016ElectionIn3Words,2016-11-07 06:20:02,1
2200,#VoteTrumpSaveAmerica #Hillary4Prison #TrumpForPresident,2016-11-08 14:46:04,1
2201,RT @DrJillStein: The Clinton campaign has explored new lows by paying online trolls with Super PAC cash to harass and bully our grassroots…,2016-11-07 16:44:06,1
2202,RT @anthoknees: #ElectionDay CA proposition 52: YES. image: @ballotpedia https://t.co/Qpi28c862D,2016-11-08 09:52:23,1
2203,#Trump2016 #GodBlessAmerica #HillaryForPrison2016 #Election2016 #TrumpForPresident,2016-11-08 12:32:40,1
2204,RT @VincentMarcus: Would YOU open this?! #FreezerDig You could win a year’s supply of @wendys burgers! Details at https://t.co/rpCTFNCgGq #…,2016-11-08 00:05:54,1
2205,"RT @seanhannity: Thanks to all of you.  My hope is everyone votes today and shocks the R establishment, the D establishment, and the media…",2016-11-08 12:22:03,1
2206,RT @ninaisabel40: The latest The Nina ♥ Daily! https://t.co/0GWQTEwHoi #electionday #myvote2016,2016-11-08 12:34:10,1
